,telemetrica,convencional,vazao
2015-05-19,42.807293,41.82,42.807293
2015-05-20,41.006355,40.31,41.006355
2015-05-21,39.431667,38.3,39.431667
2015-05-22,38.42344,36.79,38.42344
2015-05-23,37.559166,36.29,37.559166
2015-05-24,36.826042,35.79,36.826042
2015-05-25,36.46219,35.28,36.46219
2015-05-26,46.21375,47.52,46.21375
2015-05-27,113.99625,119.5,113.99625
2015-05-28,114.802086,111.5,114.802086
2015-05-29,115.00573,116.25,115.00573
2015-05-30,124.22708,127.5,124.22708
2015-05-31,129.54948,128.75,129.54948
2015-06-01,125.05052,123.5,125.05052
2015-06-02,116.31042,114.25,116.31042
2015-06-03,108.08021,106.0,108.08021
2015-06-04,101.72188,98.5,101.72188
2015-06-05,90.2325,83.34,90.2325
2015-06-06,73.00146,68.65,73.00146
2015-06-07,60.578228,58.6,60.578228
2015-06-08,53.080936,50.59,53.080936
2015-06-09,48.479897,46.41,48.479897
2015-06-10,45.95677,44.34,45.95677
2015-06-11,43.618645,42.83,43.618645
2015-06-12,44.940105,45.93,44.940105
2015-06-13,69.811455,69.78,69.811455
2015-06-14,79.87636,79.11,79.87636
2015-06-15,99.76063,105.0,99.76063
2015-06-16,101.288025,100.5,101.288025
2015-06-17,100.5026,100.0,100.5026
2015-06-18,101.964584,102.0,101.964584
2015-06-19,106.69063,106.0,106.69063
2015-06-20,105.33229,104.0,105.33229
2015-06-21,101.66406,100.0,101.66406
2015-06-22,96.37708,93.0,96.37708
2015-06-23,87.6975,84.56,87.6975
2015-06-24,77.43833,74.42,77.43833
2015-06-25,68.32938,65.23,68.32938
2015-06-26,61.15448,57.5,61.15448
2015-06-27,55.946564,54.25,55.946564
2015-06-28,52.677605,50.07,52.677605
2015-06-29,50.461666,48.5,50.461666
2015-06-30,48.703022,46.93,48.703022
2015-07-01,49.454582,50.07,49.454582
2015-07-02,51.10698,50.07,51.10698
2015-07-03,56.12,54.25,56.12
2015-07-04,58.706562,58.05,58.706562
2015-07-05,60.744064,60.25,60.744064
2015-07-06,56.793438,55.33,56.793438
2015-07-07,52.06271,52.68,52.06271
2015-07-08,80.06198,94.0,80.06198
2015-07-09,99.01354,97.5,99.01354
2015-07-10,99.92396,96.5,99.92396
2015-07-11,124.35886,120.25,124.35886
2015-07-12,115.270836,114.25,115.270836
2015-07-13,196.62271,217.35,196.62271
2015-07-14,171.83958,185.5,171.83958
2015-07-15,191.35583,203.0,191.35583
2015-07-16,194.20021,195.95,194.20021
2015-07-17,259.82635,289.0,259.82635
2015-07-18,248.68771,245.45,248.68771
2015-07-19,224.4047,227.55,224.4047
2015-07-20,214.5125,215.4,214.5125
2015-07-21,218.21584,227.6,218.21584
2015-07-22,204.98146,206.2,204.98146
2015-07-23,180.4126,178.6,180.4126
2015-07-24,163.47292,164.4,163.47292
2015-07-25,173.51729,174.4,173.51729
2015-07-26,153.10625,149.4,153.10625
2015-07-27,135.67522,132.5,135.67522
2015-07-28,125.75573,123.0,125.75573
2015-07-29,117.53438,114.5,117.53438
2015-07-30,110.370316,108.5,110.370316
2015-07-31,105.449455,103.5,105.449455
2015-08-01,101.348434,98.5,101.348434
2015-08-02,94.70521,90.9,94.70521
2015-08-03,85.550415,82.74,85.550415
2015-08-04,76.97938,73.84,76.97938
2015-08-05,69.99834,68.62,69.99834
2015-08-06,64.888336,61.35,64.888336
2015-08-07,61.15375,56.95,61.15375
2015-08-08,57.41375,53.73,57.41375
2015-08-09,54.13698,52.16,54.13698
2015-08-10,51.632603,50.07,51.632603
2015-08-11,49.425102,47.98,49.425102
2015-08-12,48.44594,46.93,48.44594
2015-08-13,46.58719,45.36,46.58719
2015-08-14,44.639793,42.83,44.639793
2015-08-15,43.13052,41.32,43.13052
2015-08-16,41.8775,40.31,41.8775
2015-08-17,40.73875,39.31,40.73875
2015-08-18,39.772602,38.3,39.772602
2015-08-19,39.81875,37.8,39.81875
2015-08-20,39.096355,37.8,39.096355
2015-08-21,37.978752,37.3,37.978752
2015-08-22,36.45875,35.28,36.45875
2015-08-23,36.296665,33.9,36.296665
2015-08-24,39.40552,38.8,39.40552
2015-08-25,43.30417,42.83,43.30417
2015-08-26,42.574688,42.32,42.574688
2015-08-27,46.37052,47.46,46.37052
2015-08-28,52.494583,52.68,52.494583
2015-08-29,57.40531,56.4,57.40531
2015-08-30,51.635105,49.02,51.635105
2015-08-31,44.119686,40.82,44.119686
2015-09-01,38.77177,35.79,38.77177
2015-09-02,35.60958,33.47,35.60958
2015-09-03,35.083748,33.9,35.083748
2015-09-04,45.074165,46.47,45.074165
2015-09-05,59.2525,58.05,59.2525
2015-09-06,60.893124,59.15,60.893124
2015-09-07,55.699898,54.8,55.699898
2015-09-08,73.76656,82.81,73.76656
2015-09-09,92.097916,89.9,92.097916
2015-09-10,94.11198,90.5,94.11198
2015-09-11,102.87187,101.75,102.87187
2015-09-12,101.73854,100.5,101.73854
2015-09-13,100.61094,99.0,100.61094
2015-09-14,99.94531,98.5,99.94531
2015-09-15,96.54584,93.5,96.54584
2015-09-16,89.09552,86.37,89.09552
2015-09-17,75.678024,70.94,75.678024
2015-09-18,62.544792,59.15,62.544792
2015-09-19,56.742397,54.78,56.742397
2015-09-20,57.160835,55.88,57.160835
2015-09-21,54.189896,51.64,54.189896
2015-09-22,49.314167,46.41,49.314167
2015-09-23,43.77729,41.82,43.77729
2015-09-24,39.86771,37.8,39.86771
2015-09-25,36.79531,34.34,36.79531
2015-09-26,35.792294,34.34,35.792294
2015-09-27,40.453228,42.32,40.453228
2015-09-28,74.02854,72.1,74.02854
2015-09-29,78.75938,78.5,78.75938
2015-09-30,81.65489,79.72,81.65489
2015-10-01,81.53729,79.72,81.53729
2015-10-02,77.87604,75.58,77.87604
2015-10-03,90.88156,89.4,90.88156
2015-10-04,90.91032,89.9,90.91032
2015-10-05,92.70208,91.0,92.70208
2015-10-06,90.5576,88.18,90.5576
2015-10-07,86.483955,83.34,86.483955
2015-10-08,78.5726,74.42,78.5726
2015-10-09,70.93437,69.2,70.93437
2015-10-10,83.26135,85.16,83.26135
2015-10-11,91.93708,93.9,91.93708
2015-10-12,106.441666,106.5,106.441666
2015-10-13,105.645836,104.25,105.645836
2015-10-14,104.05104,103.0,104.05104
2015-10-15,104.63229,104.25,104.63229
2015-10-16,104.30521,103.5,104.30521
2015-10-17,103.19479,102.0,103.19479
2015-10-18,101.38802,99.5,101.38802
2015-10-19,97.313545,96.0,97.313545
2015-10-20,89.32875,86.37,89.32875
2015-10-21,81.82438,79.74,81.82438
2015-10-22,99.21844,107.97,99.21844
2015-10-23,111.49427,106.25,111.49427
2015-10-24,104.10521,104.25,104.10521
2015-10-25,106.59375,107.25,106.59375
2015-10-26,115.65938,116.75,115.65938
2015-10-27,124.48698,124.5,124.48698
2015-10-28,125.49948,124.25,125.49948
2015-10-29,120.13125,118.0,120.13125
2015-10-30,112.8724,111.5,112.8724
2015-10-31,107.8125,107.5,107.8125
2015-11-01,105.23073,103.75,105.23073
2015-11-02,100.93802,99.5,100.93802
2015-11-03,97.964584,96.0,97.964584
2015-11-04,98.65938,99.5,98.65938
2015-11-05,104.529686,104.0,104.529686
2015-11-06,107.29375,107.0,107.29375
2015-11-07,104.91302,104.25,104.91302
2015-11-08,105.2474,104.75,105.2474
2015-11-09,107.56563,107.0,107.56563
2015-11-10,108.155205,107.25,108.155205
2015-11-11,110.84688,110.75,110.84688
2015-11-12,108.73281,107.25,108.73281
2015-11-13,106.85833,105.75,106.85833
2015-11-14,108.60156,107.25,108.60156
2015-11-15,110.60886,107.75,110.60886
2015-11-16,107.23386,105.75,107.23386
2015-11-17,105.54011,105.0,105.54011
2015-11-18,105.75365,104.0,105.75365
2015-11-19,102.38333,101.5,102.38333
2015-11-20,104.907814,105.25,104.907814
2015-11-21,101.36979,99.0,101.36979
2015-11-22,103.504166,104.75,103.504166
2015-11-23,110.95,112.0,110.95
2015-11-24,114.74635,114.5,114.74635
2015-11-25,116.76719,116.0,116.76719
2015-11-26,118.95364,118.5,118.95364
2015-11-27,123.40365,123.0,123.40365
2015-11-28,128.27657,128.25,128.27657
2015-11-29,127.870316,127.0,127.870316
2015-11-30,124.97083,124.0,124.97083
2015-12-01,119.01511,117.0,119.01511
2015-12-02,114.74375,112.5,114.74375
2015-12-03,132.15875,126.25,132.15875
2015-12-04,119.1599,117.75,119.1599
2015-12-05,118.59375,118.0,118.59375
2015-12-06,137.12646,145.5,137.12646
2015-12-07,193.68968,189.65,193.68968
2015-12-08,167.8928,165.45,167.8928
2015-12-09,147.79813,144.0,147.79813
2015-12-10,143.58063,141.6,143.58063
2015-12-11,144.46312,141.3,144.46312
2015-12-12,131.40646,127.75,131.40646
2015-12-13,122.02604,118.75,122.02604
2015-12-14,115.882195,113.75,115.882195
2015-12-15,111.884895,109.25,111.884895
2015-12-16,109.129684,106.75,109.129684
2015-12-17,104.47813,102.5,104.47813
2015-12-18,100.31615,98.5,100.31615
2015-12-19,107.46333,100.75,107.46333
2015-12-20,144.2351,133.75,144.2351
2015-12-21,134.21791,129.75,134.21791
2015-12-22,122.217186,119.75,122.217186
2015-12-23,123.67448,124.0,123.67448
2015-12-24,131.23177,131.0,131.23177
2015-12-25,136.95271,135.25,136.95271
2015-12-26,229.30531,207.5,229.30531
2015-12-27,165.1523,159.55,165.1523
2015-12-28,172.78302,186.8,172.78302
2015-12-29,236.80937,249.1,236.80937
2015-12-30,269.7228,266.65,269.7228
2015-12-31,257.40207,258.0,257.40207
2016-01-01,252.8352,254.05,252.8352
2016-01-02,298.56366,302.35,298.56366
2016-01-03,296.6497,288.4,296.6497
2016-01-04,244.80646,241.4,244.80646
2016-01-05,211.90417,211.0,211.90417
2016-01-06,183.84042,178.4,183.84042
2016-01-07,157.62541,151.2,157.62541
2016-01-08,135.89417,131.25,135.89417
2016-01-09,119.91771,121.5,119.91771
2016-01-10,132.97572,135.45,132.97572
2016-01-11,137.41635,133.1,137.41635
2016-01-12,162.02615,170.8,162.02615
2016-01-13,204.8726,214.2,204.8726
2016-01-14,229.0776,236.9,229.0776
2016-01-15,237.86469,243.65,237.86469
2016-01-16,231.625,233.75,231.625
2016-01-17,214.86833,215.4,214.86833
2016-01-18,191.37886,189.9,191.37886
2016-01-19,164.15677,158.7,164.15677
2016-01-20,137.09843,131.35,137.09843
2016-01-21,117.81354,113.75,117.81354
2016-01-22,107.38229,104.25,107.38229
2016-01-23,102.01302,98.0,102.01302
2016-01-24,95.76771,91.5,95.76771
2016-01-25,88.1376,83.95,88.1376
2016-01-26,86.692085,80.93,86.692085
2016-01-27,87.214165,82.21,87.214165
2016-01-28,85.45677,80.32,85.45677
2016-01-29,85.48604,88.26,85.48604
2016-01-30,89.9349,87.58,89.9349
2016-01-31,92.30521,88.79,92.30521
2016-02-01,92.74687,88.18,92.74687
2016-02-02,90.32125,88.58,90.32125
2016-02-03,92.5875,88.79,92.5875
2016-02-04,98.833336,96.5,98.833336
2016-02-05,100.38906,95.0,100.38906
2016-02-06,103.16719,95.0,103.16719
2016-02-07,106.339584,104.75,106.339584
2016-02-08,107.50573,107.0,107.50573
2016-02-09,108.629166,107.0,108.629166
2016-02-10,109.02812,107.25,109.02812
2016-02-11,112.10035,109.5,112.10035
2016-02-12,111.27292,109.25,111.27292
2016-02-13,116.25886,114.0,116.25886
2016-02-14,123.89011,124.5,123.89011
2016-02-15,127.354164,125.0,127.354164
2016-02-16,123.2099,120.5,123.2099
2016-02-17,122.10677,120.0,122.10677
2016-02-18,116.157814,114.5,116.157814
2016-02-19,110.57604,108.75,110.57604
2016-02-20,108.94375,106.75,108.94375
2016-02-21,114.979996,108.75,114.979996
2016-02-22,112.49781,114.5,112.49781
2016-02-23,125.72437,122.25,125.72437
2016-02-24,129.68178,127.75,129.68178
2016-02-25,137.37968,138.05,137.37968
2016-02-26,154.17438,154.75,154.17438
2016-02-27,158.26385,151.2,158.26385
2016-02-28,151.77188,155.8,151.77188
2016-02-29,151.93709,144.0,151.93709
2016-03-01,129.2875,124.25,129.2875
2016-03-02,117.521355,113.75,117.521355
2016-03-03,113.379684,112.25,113.379684
2016-03-04,110.90521,104.25,110.90521
2016-03-05,106.7474,102.25,106.7474
2016-03-06,103.71562,100.75,103.71562
2016-03-07,101.60989,98.0,101.60989
2016-03-08,98.20261,92.5,98.20261
2016-03-09,93.08229,88.18,93.08229
2016-03-10,98.623856,97.0,98.623856
2016-03-11,100.05417,96.0,100.05417
2016-03-12,97.95937,94.0,97.95937
2016-03-13,97.88021,94.0,97.88021
2016-03-14,96.98021,93.0,96.98021
2016-03-15,93.041664,88.18,93.041664
2016-03-16,90.7224,85.16,90.7224
2016-03-17,80.538124,75.58,80.538124
2016-03-18,72.32719,69.78,72.32719
2016-03-19,66.93823,61.9,66.93823
2016-03-20,61.825417,57.5,61.825417
2016-03-21,58.414894,54.78,58.414894
2016-03-22,58.17427,53.73,58.17427
2016-03-23,64.020836,59.15,64.020836
2016-03-24,64.620415,60.25,64.620415
2016-03-25,66.08646,61.35,66.08646
2016-03-26,67.219376,61.35,67.219376
2016-03-27,64.87667,59.7,64.87667
2016-03-28,60.011665,56.95,60.011665
2016-03-29,54.895836,51.12,54.895836
2016-03-30,51.10896,47.46,51.10896
2016-03-31,50.425102,49.55,50.425102
2016-04-01,67.49656,63.0,67.49656
2016-04-02,71.47375,69.78,71.47375
2016-04-03,76.18146,72.1,76.18146
2016-04-04,74.006355,69.78,74.006355
2016-04-05,66.85458,61.35,66.85458
2016-04-06,57.96698,53.73,57.96698
2016-04-07,50.76323,46.41,50.76323
2016-04-08,47.277603,42.83,47.277603
2016-04-09,47.033855,41.82,47.033855
2016-04-10,45.063023,41.32,45.063023
2016-04-11,61.43281,61.9,61.43281
2016-04-12,72.039795,70.36,72.039795
2016-04-13,82.496666,78.5,82.496666
2016-04-14,93.20146,93.5,93.20146
2016-04-15,90.544685,87.58,90.544685
2016-04-16,81.031876,76.16,81.031876
2016-04-17,67.98271,73.26,67.98271
2016-04-18,56.47698,51.64,56.47698
2016-04-19,48.80677,43.83,48.80677
2016-04-20,44.21323,40.82,44.21323
2016-04-21,40.85573,37.3,40.85573
2016-04-22,38.25875,36.29,38.25875
2016-04-23,38.867706,34.78,38.867706
2016-04-24,40.498123,34.78,40.498123
2016-04-25,37.665417,33.9,37.665417
2016-04-26,42.39854,41.32,42.39854
2016-04-27,60.58719,60.25,60.58719
2016-04-28,70.50802,66.88,70.50802
2016-04-29,68.28333,63.55,68.28333
2016-04-30,61.937084,56.95,61.937084
2016-05-01,52.800625,51.12,52.800625
2016-05-02,44.815834,41.32,44.815834
2016-05-03,39.694687,36.29,39.694687
2016-05-04,37.535835,34.78,37.535835
2016-05-05,36.549168,34.78,36.549168
2016-05-06,35.539165,34.34,35.539165
2016-05-07,40.69604,39.81,40.69604
2016-05-08,49.078438,47.98,49.078438
2016-05-09,47.777397,43.83,47.777397
2016-05-10,43.80979,39.81,43.80979
2016-05-11,45.849583,43.33,45.849583
2016-05-12,51.540417,49.55,51.540417
2016-05-13,51.83552,50.59,51.83552
2016-05-14,54.741356,51.64,54.741356
2016-05-15,50.773335,47.46,50.773335
2016-05-16,47.889687,45.36,47.889687
2016-05-17,57.51125,57.5,57.51125
2016-05-18,65.99948,62.45,65.99948
2016-05-19,64.568954,60.25,64.568954
2016-05-20,58.26302,55.3,58.26302
2016-05-21,79.90083,83.34,79.90083
2016-05-22,116.438126,127.5,116.438126
2016-05-23,150.51385,144.3,150.51385
2016-05-24,140.06313,138.9,140.06313
2016-05-25,151.12198,151.6,151.12198
2016-05-26,161.86198,161.5,161.86198
2016-05-27,162.78,163.0,162.78
2016-05-28,163.83104,163.0,163.83104
2016-05-29,150.70781,146.4,150.70781
2016-05-30,136.62949,131.5,136.62949
2016-05-31,121.64323,117.25,121.64323
2016-06-01,110.86667,108.0,110.86667
2016-06-02,115.305725,110.25,115.305725
2016-06-03,106.66875,103.75,106.66875
2016-06-04,106.175,104.0,106.175
2016-06-05,108.5651,106.5,108.5651
2016-06-06,110.48125,108.0,110.48125
2016-06-07,109.08177,106.75,109.08177
2016-06-08,105.96094,103.25,105.96094
2016-06-09,102.95417,100.5,102.95417
2016-06-10,99.27187,94.5,99.27187
2016-06-11,91.833435,85.76,91.833435
2016-06-12,81.219376,74.42,81.219376
2016-06-13,71.09281,66.91,71.09281
2016-06-14,63.886665,59.15,63.886665
2016-06-15,59.759792,54.25,59.759792
2016-06-16,57.10104,53.73,57.10104
2016-06-17,54.499687,51.64,54.499687
2016-06-18,66.045105,69.62,66.045105
2016-06-19,87.35917,84.56,87.35917
2016-06-20,92.45416,90.0,92.45416
2016-06-21,110.685936,115.0,110.685936
2016-06-22,144.49374,155.95,144.49374
2016-06-23,139.12062,133.25,139.12062
2016-06-24,140.60197,141.9,140.60197
2016-06-25,160.22261,161.5,160.22261
2016-06-26,166.29916,163.9,166.29916
2016-06-27,157.99739,152.9,157.99739
2016-06-28,141.26239,135.55,141.26239
2016-06-29,125.26094,121.5,125.26094
2016-06-30,113.51511,109.75,113.51511
2016-07-01,106.69271,103.75,106.69271
2016-07-02,101.88906,101.0,101.88906
2016-07-03,94.802086,96.5,94.802086
2016-07-04,84.94063,89.4,84.94063
2016-07-05,76.11063,74.42,76.11063
2016-07-06,70.32948,72.1,70.32948
2016-07-07,66.29698,64.65,66.29698
2016-07-08,62.752186,58.6,62.752186
2016-07-09,59.713646,55.3,59.713646
2016-07-10,56.459686,52.68,56.459686
2016-07-11,53.703438,50.59,53.703438
2016-07-12,51.655834,48.5,51.655834
2016-07-13,73.59323,78.15,73.59323
2016-07-14,99.722916,95.0,99.722916
2016-07-15,99.21927,94.5,99.21927
2016-07-16,106.697914,108.25,106.697914
2016-07-17,113.03646,111.25,113.03646
2016-07-18,114.28698,112.5,114.28698
2016-07-19,119.5375,118.75,119.5375
2016-07-20,124.0224,122.5,124.0224
2016-07-21,120.825,117.75,120.825
2016-07-22,113.92864,110.5,113.92864
2016-07-23,107.88073,104.5,107.88073
2016-07-24,103.24219,98.75,103.24219
2016-07-25,97.3974,90.9,97.3974
2016-07-26,87.14886,80.32,87.14886
2016-07-27,76.01198,69.78,76.01198
2016-07-28,67.52031,63.0,67.52031
2016-07-29,61.770313,56.4,61.770313
2016-07-30,57.846146,53.21,57.846146
2016-07-31,54.93448,50.59,54.93448
2016-08-01,52.825314,49.02,52.825314
2016-08-02,50.937397,47.98,50.937397
2016-08-03,49.36302,46.93,49.36302
2016-08-04,48.00271,45.36,48.00271
2016-08-05,46.746147,44.34,46.746147
2016-08-06,45.749584,42.32,45.749584
2016-08-07,44.52802,41.32,44.52802
2016-08-08,48.30656,46.95,48.30656
2016-08-09,62.57198,61.9,62.57198
2016-08-10,70.00896,66.3,70.00896
2016-08-11,72.31261,65.75,72.31261
2016-08-12,70.61479,62.45,70.61479
2016-08-13,64.04667,55.85,64.04667
2016-08-14,56.061874,51.12,56.061874
2016-08-15,50.15708,47.46,50.15708
2016-08-16,50.189167,47.98,50.189167
2016-08-17,55.855625,53.21,55.855625
2016-08-18,81.33573,76.74,81.33573
2016-08-19,92.86969,90.4,92.86969
2016-08-20,121.727295,132.85,121.727295
2016-08-21,153.89146,152.2,153.89146
2016-08-22,147.42563,147.9,147.42563
2016-08-23,169.39386,175.1,169.39386
2016-08-24,197.73051,199.8,197.73051
2016-08-25,208.63667,207.0,208.63667
2016-08-26,199.7151,194.5,199.7151
2016-08-27,175.93053,168.05,175.93053
2016-08-28,146.73647,139.25,146.73647
2016-08-29,123.666145,118.5,123.666145
2016-08-30,111.28177,107.5,111.28177
2016-08-31,106.438545,103.75,106.438545
2016-09-01,101.33646,97.0,101.33646
2016-09-02,94.5625,88.18,94.5625
2016-09-03,87.55813,80.32,87.55813
2016-09-04,103.863335,106.0,103.863335
2016-09-05,105.67291,103.5,105.67291
2016-09-06,110.89323,110.5,110.89323
2016-09-07,121.13438,122.25,121.13438
2016-09-08,136.6399,136.25,136.6399
2016-09-09,140.80438,138.0,140.80438
2016-09-10,133.15875,128.75,133.15875
2016-09-11,122.01823,117.5,122.01823
2016-09-12,112.38386,108.0,112.38386
2016-09-13,106.21927,102.5,106.21927
2016-09-14,101.39011,97.0,101.39011
2016-09-15,93.43573,86.37,93.43573
2016-09-16,82.995,76.16,82.995
2016-09-17,73.289894,68.07,73.289894
2016-09-18,66.155624,60.25,66.155624
2016-09-19,62.82083,58.05,62.82083
2016-09-20,60.142082,55.3,60.142082
2016-09-21,57.877186,52.68,57.877186
2016-09-22,54.750626,49.55,54.750626
2016-09-23,51.893852,46.93,51.893852
2016-09-24,49.699585,44.84,49.699585
2016-09-25,47.694687,44.34,47.694687
2016-09-26,45.970314,42.83,45.970314
2016-09-27,44.868332,41.32,44.868332
2016-09-28,43.504375,39.31,43.504375
2016-09-29,41.708332,37.3,41.708332
2016-09-30,39.871876,35.79,39.871876
2016-10-01,38.20677,35.28,38.20677
2016-10-02,37.11469,33.9,37.11469
2016-10-03,36.917187,33.03,36.917187
2016-10-04,36.73493,32.15,36.73493
2016-10-05,38.074165,31.71,38.074165
2016-10-06,47.707085,33.03,47.707085
2016-10-07,63.40184,60.8,63.40184
2016-10-08,68.6501,69.78,68.6501
2016-10-09,73.702705,73.26,73.702705
2016-10-10,73.12406,72.1,73.12406
2016-10-11,66.44948,65.23,66.44948
2016-10-12,56.902084,53.21,56.902084
2016-10-13,92.02302,94.12,92.02302
2016-10-14,106.936455,105.25,106.936455
2016-10-15,98.18021,97.0,98.18021
2016-10-16,94.54063,94.5,94.54063
2016-10-17,92.78333,91.0,92.78333
2016-10-18,89.10125,86.37,89.10125
2016-10-19,101.06344,101.5,101.06344
2016-10-20,101.285934,94.0,101.285934
2016-10-21,112.42969,107.75,112.42969
2016-10-22,110.88386,111.5,110.88386
2016-10-23,119.052086,120.5,119.052086
2016-10-24,124.20989,124.25,124.20989
2016-10-25,121.08125,119.5,121.08125
2016-10-26,115.35208,114.0,115.35208
2016-10-27,110.82761,109.0,110.82761
2016-10-28,105.05104,104.0,105.05104
2016-10-29,100.057816,98.5,100.057816
2016-10-30,91.436356,88.68,91.436356
2016-10-31,78.44542,76.18,78.44542
2016-11-01,66.41323,64.1,66.41323
2016-11-02,57.872707,56.95,57.872707
2016-11-03,54.823334,54.78,54.823334
2016-11-04,55.68844,53.73,55.68844
2016-11-05,54.96375,52.16,54.96375
2016-11-06,50.5725,49.55,50.5725
2016-11-07,46.05854,44.84,46.05854
2016-11-08,50.64521,50.07,50.64521
2016-11-09,92.69937,99.75,92.69937
2016-11-10,112.93698,110.75,112.93698
2016-11-11,107.7276,107.25,107.7276
2016-11-12,107.73646,108.0,107.73646
2016-11-13,108.41771,107.5,108.41771
2016-11-14,107.291664,105.5,107.291664
2016-11-15,104.8151,103.75,104.8151
2016-11-16,105.5901,103.0,105.5901
2016-11-17,103.79323,101.75,103.79323
2016-11-18,95.32709,93.5,95.32709
2016-11-19,85.159584,82.14,85.159584
2016-11-20,76.10479,73.26,76.10479
2016-11-21,65.6276,62.45,65.6276
2016-11-22,56.147915,54.25,56.147915
2016-11-23,49.05479,49.02,49.05479
2016-11-24,44.339687,44.86,44.339687
2016-11-25,41.13521,40.82,41.13521
2016-11-26,40.205624,41.82,40.205624
2016-11-27,44.09281,44.34,44.09281
2016-11-28,45.132915,46.93,45.132915
2016-11-29,45.79052,46.93,45.79052
2016-11-30,45.894165,47.46,45.894165
2016-12-01,41.772606,45.36,41.772606
2016-12-02,38.746353,44.34,38.746353
2016-12-03,38.46958,42.32,38.46958
2016-12-04,46.608334,46.93,46.608334
2016-12-05,53.914585,53.21,53.914585
2016-12-06,52.572292,51.64,52.572292
2016-12-07,47.551353,46.93,47.551353
2016-12-08,41.08177,41.82,41.08177
2016-12-09,40.981148,39.31,40.981148
2016-12-10,64.877815,65.2,64.877815
2016-12-11,69.37073,69.2,69.37073
2016-12-12,77.05552,76.74,77.05552
2016-12-13,75.627914,75.58,75.627914
2016-12-14,74.11604,68.62,74.11604
2016-12-15,70.07646,62.45,70.07646
2016-12-16,62.878334,57.5,62.878334
2016-12-17,54.979584,53.73,54.979584
2016-12-18,48.10021,49.02,48.10021
2016-12-19,49.87042,46.41,49.87042
2016-12-20,64.417915,60.15,64.417915
2016-12-21,102.56198,102.25,102.56198
2016-12-22,83.14625,79.16,83.14625
2016-12-23,67.28969,69.78,67.28969
2016-12-24,56.84427,55.9,56.84427
2016-12-25,50.372917,50.07,50.372917
2016-12-26,49.306355,47.98,49.306355
2016-12-27,47.03052,45.36,47.03052
2016-12-28,44.01125,43.83,44.01125
2016-12-29,46.05146,46.95,46.05146
2016-12-30,58.068123,58.6,58.068123
2016-12-31,67.486145,68.04,67.486145
2017-01-01,65.62458,64.1,65.62458
2017-01-02,63.49677,59.7,63.49677
2017-01-03,57.48323,55.3,57.48323
2017-01-04,67.11656,73.26,67.11656
2017-01-05,90.633125,98.0,90.633125
2017-01-06,114.12885,111.0,114.12885
2017-01-07,244.05937,212.0,244.05937
2017-01-08,147.24396,137.5,147.24396
2017-01-09,115.50104,113.0,115.50104
2017-01-10,111.802086,108.75,111.802086
2017-01-11,107.03698,106.75,107.03698
2017-01-12,109.47083,105.25,109.47083
2017-01-13,102.55937,101.25,102.55937
2017-01-14,94.16427,90.9,94.16427
2017-01-15,79.17667,75.6,79.17667
2017-01-16,65.45458,62.45,65.45458
2017-01-17,76.28958,68.04,76.28958
2017-01-18,87.19844,88.18,87.19844
2017-01-19,90.008125,88.18,90.008125
2017-01-20,84.44542,85.16,84.44542
2017-01-21,81.38333,79.72,81.38333
2017-01-22,73.89354,72.68,73.89354
2017-01-23,66.568855,67.46,66.568855
2017-01-24,65.69552,64.1,65.69552
2017-01-25,60.989273,59.15,60.989273
2017-01-26,64.13552,65.78,64.13552
2017-01-27,70.41167,69.78,70.41167
2017-01-28,72.57219,73.84,72.57219
2017-01-29,92.28875,95.75,92.28875
2017-01-30,100.98802,100.25,100.98802
2017-01-31,100.964066,101.25,100.964066
2017-02-01,107.816666,109.0,107.816666
2017-02-02,105.390625,104.5,105.390625
2017-02-03,104.74219,104.5,104.74219
2017-02-04,105.41979,104.75,105.41979
2017-02-05,103.67969,103.25,103.67969
2017-02-06,101.52187,100.5,101.52187
2017-02-07,96.677605,95.0,96.677605
2017-02-08,88.69417,84.56,88.69417
2017-02-09,86.35812,82.14,86.35812
2017-02-10,78.19875,76.16,78.19875
2017-02-11,67.52344,66.36,67.52344
2017-02-12,115.49969,93.66,115.49969
2017-02-13,119.77812,122.5,119.77812
2017-02-14,115.14011,114.25,115.14011
2017-02-15,118.998955,120.75,118.998955
2017-02-16,129.60834,130.75,129.60834
2017-02-17,129.31198,127.5,129.31198
2017-02-18,120.41563,119.0,120.41563
2017-02-19,111.93437,110.5,111.93437
2017-02-20,106.53646,105.25,106.53646
2017-02-21,102.1276,100.25,102.1276
2017-02-22,97.04271,94.0,97.04271
2017-02-23,87.56219,84.56,87.56219
2017-02-24,77.55687,72.68,77.55687
2017-02-25,68.21823,66.3,68.21823
2017-02-26,68.842606,66.33,68.842606
2017-02-27,60.3775,57.5,60.3775
2017-02-28,53.03427,51.12,53.03427
2017-03-01,51.09823,49.55,51.09823
2017-03-02,80.726875,83.79,80.726875
2017-03-03,80.22802,77.39,80.22802
2017-03-04,94.60823,95.5,94.60823
2017-03-05,89.46729,86.98,89.46729
2017-03-06,77.47979,77.97,77.47979
2017-03-07,70.60615,68.62,70.60615
2017-03-08,66.16594,64.1,66.16594
2017-03-09,62.831978,59.7,62.831978
2017-03-10,56.620834,53.73,56.620834
2017-03-11,51.08531,50.07,51.08531
2017-03-12,49.406147,47.98,49.406147
2017-03-13,53.735832,53.73,53.735832
2017-03-14,60.20823,58.6,60.20823
