,estcodigo,estnome,orgsigla,esttipo,estlongitude,estlatitude,estaltitude,estiniciooperacao
40,30115111,PORTO ALEGRE - Cristal,CEMADEN,P,-51.1123,-30.1114,,2014-12-11
41,26684915,POMERODE - Rega,CEMADEN,P,-49.144,-26.682,,2014-07-25
42,28704934,MELEIRO - Centro,CEMADEN,P,-49.34789,-28.70349,,2016-02-17
43,26015237,PCH Arturo Andreoli Porto Palmeirinha,PCH Arturo Andreoli,H,-52.6283,-26.0291,0.0,2002-08-30
44,22934340,Rio de Janeiro-Jacarepaguá,Inmet,M,-43.4029,-22.93988,20.0,2017-08-10
45,22974430,Angra dos Reis,Inmet,M,-44.30344,-22.97569,6.0,2017-08-10
46,22374470,Itatiaia - Parque Nacional,Inmet,M,-44.70311,-22.37394,2.45,2017-09-02
47,22754342,BELFORD ROXO- Santa Emilia,CEMADEN,P,-43.35249,-22.71599,,2015-05-21
48,22584313,Lagoa R.De Freitas,Inmet,M,-43.21667,-22.96667,4.0,2007-04-19
49,15594813,Brazlandia,Inmet,M,-48.13111,-15.59972,1143.0,2017-07-19
50,12825033,São Miguel do Araguaia,Inmet,M,-50.33597,-12.82049,183.0,2017-06-17
51,12113927,Bravo,UHE Pedra do Cavalo,H,-39.2707,-12.11,,2009-10-11
52,25644907,Reservatório Miringuava,SANEPAR,P,-49.07424,-25.64231,944.0,2020-12-08
53,22844288,ITABORAÍ- São José,CEMADEN,P,-42.882,-22.837,,2015-04-17
54,9523560,MACEIÓ - Ipioca,CEMADEN,P,-35.608,-9.529,,2014-09-22
55,23504650,SÃO PAULO - Cangaíba,CEMADEN,P,-46.496,-23.499,,2015-08-19
56,22904335,RIO DE JANEIRO - Praça Seca,CEMADEN,P,-43.352,-22.896,,2015-08-19
57,20804941,SÃO JOSÉ DO RIO PRETO - Eldorado,CEMADEN,P,-49.41,-20.795,,2015-08-19
58,4244481,BACABAL - Centro de Saude do Bairro Areial,CEMADEN,P,-44.81419,-4.24229,,2015-08-20
59,1685047,Breves,Inmet,M,-50.47814,-1.68025,1.03,2017-10-21
60,17334991,Edeia,Inmet,M,-49.91472,-17.33694,608.0,2017-08-26
61,22274855,JAÚ - Jardim Novo Horizonte,CEMADEN,P,-48.5455,-22.26658,,2015-08-20
62,23124891,AVARÉ - Jardim Bom Sucesso II,CEMADEN,P,-48.909,-23.117,,2015-08-21
63,23504659,SÃO PAULO - Vila Maria,CEMADEN,P,-46.591,-23.502,,2015-08-21
64,3644518,IGARAPÉ DO MEIO - PrefeituraMunicipal,CEMADEN,P,-45.18466,-3.64066,,2015-08-21
65,3004499,OLINDA NOVA DO MARANHÃO - Creche Escola Raio de Sol,CEMADEN,P,-44.98774,-3.002,,2015-08-22
66,25494906,Vossoroca,Orbcopel,H,-49.0833,-25.8166,,
67,4284756,Dom Eliseu,Inmet,M,-47.56397,-4.28056,252.0,2018-03-08
68,23564656,SÃO PAULO - Vila Formosa,CEMADEN,P,-46.564,-23.561,,2015-08-24
69,23564678,OSASCO - Jaguaribe,CEMADEN,P,-46.784,-23.561,,2015-08-24
70,23484686,SANTANA DE PARNAÍBA - Alphaville,CEMADEN,P,-46.857,-23.479,,2015-08-25
71,19504100,UHE Mascarenhas - Reservatório,Mascarenhas,H,-41.00009,-19.50847,,2009-10-20
72,22874375,ITAGUAÍ- Engenho,CEMADEN,P,-43.7537,-22.8654,,2015-04-29
73,7454602,Balsas,Inmet,M,-46.02755,-7.45561,271.03,2007-10-26
74,13444915,PORANGATU- Sede da Prefeitura,CEMADEN,P,-49.149,-13.441,,2015-02-06
75,10424517,Corrente,Inmet,M,-45.17304,-10.42917,452.0,2018-03-28
76,9153553,MATRIZ DE CAMARAGIBE - Matriz de Camaragibe,CEMADEN,H,-35.5391,-9.1596,,2017-04-01
77,7334745,Carolina,Inmet,M,-47.45984,-7.33727,182.88,2007-12-04
78,3744335,Chapadinha,Inmet,M,-43.35208,-3.74267,104.0,2008-09-17
79,22954731,MONTE MOR - Parque Imperial,CEMADEN,P,-47.31,-22.9522,,2014-12-01
80,25345331,N.Prata do Iguaçu,Simepar,M,-53.5166,-25.5666,546.3,1997-06-01
81,20424186,Caparaó,Ro,H,-41.8642,-20.4203,,2012-02-13
82,24084671,MONGAGUÁ - Agua Branca,CEMADEN,P,-46.717,-24.083,,2014-10-02
83,22814342,NILÓPOLIS- Prefeitura Municipal,CEMADEN,P,-43.4195,-22.8078,,2015-05-13
84,22804320,RIO DE JANEIRO- CIEP Dr. João Ramos de Souza,CEMADEN,P,-43.2032,-22.7961,,2015-05-14
85,9313648,QUEBRANGULO - Quebrangulo,CEMADEN,H,-36.4733,-9.3197,,2017-06-01
86,24775376,PCH São Francisco Montante 2,PCH São Francisco,H,-53.76094,-24.77915,,2015-10-28
87,25554836,Techint,Simepar,M,-48.36707,-25.55347,30.0,2016-11-17
88,28495230,SOLEDADE - Centro,CEMADEN,P,-52.30609,-28.49815,,2017-10-04
89,15804329,Janauba,Inmet,M,-43.29694,-15.80278,532.0,2016-11-19
90,3275239,Altamira,Inmet,M,-52.39472,-3.27028,191.0,2018-10-25
91,20034600,Bambui,Inmet,M,-46.00889,-20.03111,697.0,2016-11-23
92,20355143,Selviria,Inmet,M,-51.43022,-20.35144,374.0,2018-04-05
93,25434872,SAMAE Antonina,Simepar,P,-48.72019,-25.43083,0.0,2012-05-15
94,4864214,Campo Maior,Inmet,M,-42.14555,-4.86418,125.0,2018-03-14
95,20714486,Oliveira,Inmet,M,-44.86456,-20.71492,1025.0,2017-10-20
96,20224024,Vale - Teste,Testes Laboratório,H,-40.24488,-20.27691,0.0,2019-03-22
97,23304805,QUADRA - Centro,CEMADEN,P,-48.0526,-23.29928,,2015-09-23
98,25394911,Pinhais,Epagri/Ciram,P,-49.1186,-25.39,945.0,2010-06-15
99,6656986,Eirunepé,Inmet,M,-69.86861,-6.6503,121.54,2012-08-31
100,13373908,VALENÇA - Valença,CEMADEN,H,-39.0767,-13.3664,,2015-04-10
101,6584864,ARAGUANÃ - Prefeitura Municipal,CEMADEN,P,-48.64368,-6.58226,,2015-04-16
102,25084853,Capivari,Orbcopel,H,-48.8666,-25.1333,,
103,16283902,SANTA CRUZ CABRÁLIA - Santa Cruz de Cabrália,CEMADEN,H,-39.0237,-16.2835,,2015-04-23
104,8073489,RECIFE - Boa Vista,CEMADEN,P,-34.891,-8.069,,2015-04-24
105,22924321,RIO DE JANEIRO- Rio Comprido,CEMADEN,P,-43.212,-22.924,,2015-05-20
106,22924385,ITAGUAÍ- Ilha da Madeira,CEMADEN,P,-43.8504,-22.9213,,2015-04-28
107,22724347,NOVA IGUAÇU- Escola Municipal Herbert Moses,CEMADEN,P,-43.4682,-22.7232,,2015-05-06
108,902931,Arq.São Pedro E São Paulo,Inmet,M,-29.31667,0.9,15.0,2003-11-02
109,22814336,RIO DE JANEIRO- Pavuna,CEMADEN,P,-43.3584,-22.8076,,2015-05-04
110,8723614,JUREMA - Centro,CEMADEN,P,-36.143,-8.72,,2015-04-24
111,20264204,MANHUAÇU - Manhuaçu,CEMADEN,H,-42.0391,-20.26119,,2015-04-24
112,8513538,RIBEIRÃO - Bandeirante,CEMADEN,P,-35.385,-8.507,,2015-04-25
113,23594682,COTIA - Santa Isabel,CEMADEN,P,-46.817,-23.585,,2015-04-28
114,23484609,MOGI DAS CRUZES - Vila Andrade,CEMADEN,P,-46.08597,-23.48276,,2015-04-28
115,22534373,MENDES - ,CEMADEN,P,-43.7321,-22.5273,,2015-04-28
116,4843779,JAGUARUANA - Centro,CEMADEN,P,-37.786,-4.838,,2015-04-29
117,19894409,CONTAGEM - Bairro Praia,CEMADEN,P,-44.095,-19.894,,2015-05-08
118,4324644,Buriticupu,Inmet,M,-46.4495,-4.3206,174.91,2008-09-11
119,22884330,RIO DE JANEIRO- Pilares,CEMADEN,P,-43.2992,-22.8752,,2015-05-22
120,23675091,Barão de Antonina,Maua,H,-50.91001,-23.67372,0.0,2017-07-07
121,16674929,GOIÂNIA - Corrego Cascavel,CEMADEN,H,-49.29707,-16.67425,,2017-03-01
122,8053909,Salgueiro,Inmet,M,-39.09611,-8.05806,447.0,2017-09-15
123,23464630,ITAQUAQUECETUBA - Sabesp Reservatório CR4,CEMADEN,P,-46.3039,-23.4639,,2015-05-11
124,23094720,INDAIATUBA - Fatec,CEMADEN,P,-47.20264,-23.08602,,2015-05-12
125,23724741,PIEDADE - Base Operacional Rodoviária 5º BPRv 1ª Cia base 79/01,CEMADEN,P,-47.40705,-23.71786,,2015-05-12
126,26105047,Foz do Timbó,Simepar,H,-50.89522,-26.29452,0.0,1997-06-01
127,23964750,TAPIRAÍ - Escritório da Sabesp,CEMADEN,P,-47.50284,-23.96485,,2015-05-12
128,25444923,Politécnico Meteorológica,Testes Laboratório,M,-49.23066,-25.44868,935.0,2017-07-10
129,22984430,ANGRA DOS REIS - Angra dos Reis,CEMADEN,H,-44.2958,-22.9785,,2015-05-13
130,23094697,LOUVEIRA - Delegacia de Policia,CEMADEN,P,-46.97175,-23.09357,,2015-05-13
131,24075240,Campo Mourão,Simepar,M,-52.40387,-24.07305,601.0,2017-02-09
132,22854382,ITAGUAÍ - E.E.M FAZENDA SANTA CANDIDA,CEMADEN,P,-43.82,-22.848,,2015-05-20
133,21684594,Machado,Inmet,M,-45.94439,-21.68072,969.0,2017-07-21
134,5354913,MARABÁ- Hospital Materno,CEMADEN,P,-49.13402,-5.34923,,2015-04-11
135,6064989,PARAUAPEBAS- Reservatório de Água,CEMADEN,P,-49.88672,-6.05574,,2015-04-11
136,3934171,PIRACURUCA - ADAPI,CEMADEN,P,-41.70804,-3.92589,,2015-05-26
137,2904178,PARNAÍBA - Mercado Municipal,CEMADEN,P,-41.78113,-2.9046,,2015-05-26
138,2904177,PARNAÍBA - Capitania dos Portos,CEMADEN,P,-41.77271,-2.89786,,2015-05-26
139,2934134,CAJUEIRO DA PRAIA - Secretaria Municipal da Saude,CEMADEN,P,-41.34261,-2.93035,,2015-05-26
140,3814182,SÃO JOSÉ DO DIVINO - UBAS,CEMADEN,P,-41.82273,-3.80998,,2015-05-26
141,26175039,CANOINHAS- Prefeitura Municipal,CEMADEN,P,-50.39492,-26.17522,,2015-02-24
142,4024208,BATALHA - Prefeitura Municipal,CEMADEN,P,-42.07596,-4.02391,,2015-05-26
143,7244455,URUÇUÍ - UniversidadeEstadualdoPiaui,CEMADEN,P,-44.55334,-7.24092,,2015-05-27
144,4494212,BOQUEIRÃO DO PIAUÍ - UENossaSenhoradeFatima,CEMADEN,P,-42.11949,-4.48696,,2015-05-27
145,5254221,ALTO LONGÁ - PrefeituraMunicipal,CEMADEN,P,-42.21046,-5.25264,,2015-05-27
146,9623776,Piranhas,Inmet,M,-37.76711,-9.62226,187.0,2017-09-20
147,22774341,MESQUITA- CIEP 431 Municipalizado Padre Nino Miraldi,CEMADEN,P,-43.4143,-22.7694,,2015-05-12
148,22664349,NOVA IGUAÇU- E. M. ADRIANOPOLIS,CEMADEN,P,-43.4931,-22.6611,,2015-05-13
149,2854482,ILHA GRANDE - Escola Estadual Marocas Lima,CEMADEN,P,-41.8179,-2.85238,,2015-05-26
150,22144291,SÃO JOSÉ DO VALE DO RIO PRETO - São José do Vale do Rio Preto,CEMADEN,H,-42.9168,-22.1484,,2017-02-01
151,22934383,Vale-Pluviométrica,ValeES,P,-43.83,-22.93,0.0,2019-04-18
152,16344894,ANÁPOLIS - Rio das Antas,CEMADEN,H,-48.94851,-16.32492,,2017-03-01
153,25495200,Barragem Usina Fundão,ELEJOR,H,-52.00288,-25.70366,713.0,2006-08-11
154,25385156,Barragem Usina Santa Clara,ELEJOR,H,-51.9553,-25.64386,817.0,2006-08-24
155,98888885,03- teste offset,Testes Laboratório,H,-49.2666,-25.4333,,2015-02-19
156,11084415,Mulungu do Morro,UHE Pedra do Cavalo,H,-44.15,-11.08,,
157,12353859,Barragem Jusante,UHE Pedra do Cavalo,H,-38.5913,-12.3547,,2010-07-23
158,20617,Capivari,Orbcopel,H,-48.8666,-25.1333,,
159,20618,Vossoroca,Orbcopel,H,-49.0833,-25.8166,,
160,19714796,Uberaba,Inmet,M,-47.96189,-19.71003,778.0,2017-05-19
161,25315254,NOVA LARANJEIRAS - Centro,CEMADEN,P,-52.53703,-25.30928,,2015-02-25
162,23474758,Brejauva,Duke,H,-47.5808,-23.4705,,2015-05-27
163,5804196,SANTA CRUZ DOS MILAGRES - PrefeituraMunicipal,CEMADEN,P,-41.95542,-5.79966,,2015-05-27
164,22894372,RIO DE JANEIRO- Santa Cruz,CEMADEN,P,-43.7175,-22.8897,,2015-04-28
165,11895565,Ponte MT 222,UHE Colíder,H,-55.65611,-11.89383,300.0,2012-09-19
166,3464237,LUZILÂNDIA - GuardaMunicipal,CEMADEN,P,-42.37197,-3.45918,,2015-05-27
167,25174828,Reserva Natural Salto Morato,Simepar,M,-48.2881,-25.1779,32.0,2011-03-24
168,24025042,PCH Salto Mauá Jusante,Klabin,H,-50.71209,-24.04498,544.0,2004-03-26
169,11094830,Areias,INVESTCO,H,-48.3389,-10.896,0.0,2002-05-08
170,3174186,BURITI DOS LOPES - SecretariaMunicipaldeInsfraestrutura,CEMADEN,P,-41.86237,-3.16735,,2015-05-27
171,5324155,CASTELO DO PIAUÍ - RuaDomPedroII,CEMADEN,P,-41.5517,-5.32036,,2015-05-27
172,22604371,PARACAMBI - Escola Municipal Dr. Carlos Nabuco,CEMADEN,P,-43.7142,-22.5985,,2015-05-28
173,4174289,MIGUEL ALVES - Secretaria Municipal de Educação,CEMADEN,P,-42.89441,-4.16927,,2015-06-01
174,4594286,UNIÃO - INSS Previdencia Social,CEMADEN,P,-42.85881,-4.59234,,2015-06-01
175,6784301,FLORIANO - U.E. Dom Edilberto,CEMADEN,P,-43.00984,-6.78248,,2015-06-01
176,3424189,CAXINGÓ - Caxingo,CEMADEN,P,-41.89152,-3.42282,,2015-06-01
177,21305282,Santa Rita do Pardo,Inmet,M,-52.82038,-21.30589,383.0,2018-02-19
178,12034120,Fazenda Ribeiro,UHE Pedra do Cavalo,H,-41.2051,-12.0336,,
179,99999993,01 - Teste Offset,Testes Laboratório,H,-49.23033,-25.44817,935.0,2008-03-06
180,25334907,CAMPINA GRANDE DO SUL - Jardim Diamante,CEMADEN,P,-49.079,-25.334,,2014-08-15
181,98888883,TS + sat1 - 300,Testes Laboratório,H,-49.2666,-25.4333,,2009-03-06
182,25495361,CAPITÃO LEÔNIDAS MARQUES- Rua Tarobé,CEMADEN,P,-53.612,-25.494,,2014-07-25
183,3075957,Manaus,Inmet,M,-60.01546,-3.10368,48.79,2000-05-09
184,20684500,CACHOEIRA PAULISTA - Cachoeira Paulista,CEMADEN,P,-45.00431,-22.68875,,
185,22564331,DUQUE DE CAXIAS - Rio Capivari e Rio Joao Pinto,CEMADEN,H,-43.3132,-22.5697,,2017-02-01
186,21674974,LINS - Lins,CEMADEN,H,-49.7496,-21.6776,,2014-12-18
187,1244826,Belém,Inmet,M,-48.43951,-1.41123,21.17,2003-01-20
188,25484883,MORRETES- Vila dos Ferroviários,CEMADEN,P,-48.834,-25.478,8.48,2014-07-25
189,5533687,Ipanguacu,Inmet,M,-36.87231,-5.53487,19.0,2017-11-08
190,25484859,Salto do Meio,Simepar,H,-48.99193,-25.80797,815.0,1997-06-01
191,25075038,Uvaia,Maua,H,-50.38847,-25.07553,,2013-06-20
192,25444888,MORRETES - Parque Breckenfeld,CEMADEN,P,-48.877,-25.437,8.48,2015-02-05
193,25425241,Laranjeiras do Sul,Simepar,M,-52.41211,-25.42767,838.0,2017-07-18
194,25524854,PARANAGUÁ- Padre Jackson,CEMADEN,P,-48.543,-25.517,,2015-02-05
195,12303950,Fazenda Santa Fé,UHE Pedra do Cavalo,H,-39.5053,-12.3056,,2010-07-01
196,25404919,PINHAIS- Jardim Atuba,CEMADEN,P,-49.193,-25.4,,2014-07-25
197,25444916,PINHAIS- Maria Antonieta,CEMADEN,P,-49.165,-25.442,,2014-07-25
198,15734827,ÁGUAS LINDAS DE GOIÁS - Mansões Centro Oeste,CEMADEN,P,-48.275,-15.733,,2017-04-29
199,25394919,PINHAIS- Perdizes,CEMADEN,P,-49.19,-25.394,,2014-07-25
200,19574405,Contagem,Inmet,M,-44.08333,-19.95,980.0,2002-11-01
201,23004327,RIO DE JANEIRO- São Conrado,CEMADEN,P,-43.269,-22.995,,2015-05-26
202,20434200,Carangola,Inmet,M,-42.0,-20.71667,399.0,2002-12-04
203,21274557,Alfenas (Desativada),Inmet,M,-45.4236,-21.45,875.0,2002-12-07
204,20174487,Divinópolis,Inmet,M,-44.87494,-20.17328,796.0,2017-10-26
205,25464919,PINHAIS- Weiss¢polis,CEMADEN,P,-49.187,-25.462,,2014-07-25
206,25434918,PINHAIS- Pineville,CEMADEN,P,-49.176,-25.431,,2014-07-25
207,25404918,PINHAIS- Jardim Claudia,CEMADEN,P,-49.18,-25.4,,2014-07-25
208,8543629,Garanhuns,Inmet,M,-36.49338,-8.91095,827.78,2007-07-08
209,9453726,Pão de Açucar,Inmet,M,-37.43077,-9.74922,20.83,2007-07-14
210,6014016,Tauá,Inmet,M,-40.28132,-6.01747,410.87,2007-07-12
211,5103917,Quixeramobim,Inmet,M,-39.28939,-5.17457,221.04,2007-07-09
212,9054419,Bom Jesus do Piauí,Inmet,M,-44.32647,-9.08325,296.0,2007-07-17
213,9253637,Palmeira dos Índios,Inmet,M,-36.62037,-9.42033,278.01,2007-07-11
214,8303918,Cabrobó,Inmet,M,-39.31528,-8.504,342.74,2007-09-05
215,8074108,Paulistana,Inmet,M,-41.14295,-8.13229,376.0,2007-08-31
216,8214215,São João do Piauí,Inmet,M,-42.25037,-8.36498,236.99,2007-08-26
217,5083821,Morada Nova,Inmet,M,-38.35659,-5.13669,45.03,2007-08-23
218,7533707,Monteiro,Inmet,M,-37.1247,-7.89447,606.39,2007-08-22
219,4164147,Piripiri,Inmet,M,-41.79457,-4.27605,157.89,2007-08-31
220,5663779,Apodi,Inmet,M,-37.81499,-5.62656,131.41,2007-11-16
221,13013831,Salvador,Inmet,M,-38.50576,-13.00552,47.56,2000-10-05
222,12094501,Barreiras,Inmet,M,-45.02705,-12.12472,474.17,2001-12-20
223,12453809,Arembepe,Inmet,M,-38.16906,-12.76255,4.87,2002-03-26
224,12094549,Luis Eduardo Magalhaes,Inmet,M,-45.82975,-12.15239,760.68,2002-04-18
225,17443915,Caravelas,Inmet,M,-39.25862,-17.73941,6.05,2002-12-20
226,26275268,PATO BRANCO - Alvorada,CEMADEN,P,-52.683,-26.267,,2014-07-25
227,24534786,Registro,Inmet,M,-47.86414,-24.53314,35.0,2017-02-09
228,22955562,Aral Moreira,Inmet,M,-55.626,-22.95503,605.0,2018-04-13
229,26205269,PATO BRANCO - Fraron,CEMADEN,P,-52.692,-26.198,,2014-07-25
230,26235267,PATO BRANCO - Centro,CEMADEN,P,-52.673,-26.228,,2014-07-25
231,8045000,Redenção,Inmet,M,-50.00694,-8.04333,199.0,2017-09-20
232,25224935,ITAPERUÇU - Centro,CEMADEN,P,-49.351,-25.219,,2014-07-25
233,23415337,IVATÉ - Centro,CEMADEN,P,-53.372,-23.406,,2014-07-25
234,24284973,JAGUARIAÍVA - Primavera I,CEMADEN,P,-49.731,-24.278,,2014-07-25
235,24264972,JAGUARIAÍVA - Ciane,CEMADEN,P,-49.716,-24.26,,2014-07-25
236,10673747,Ipanguacu,Inmet,M,-37.47139,-10.67167,213.0,2017-04-24
237,25355424,SÃO MIGUEL DO IGUAÇU- Centro,CEMADEN,P,-54.245,-25.349,,2014-07-25
238,25375427,SÃO MIGUEL DO IGUAÇU- Rua Noé N. de Medeiros,CEMADEN,P,-54.27,-25.37306,,2014-08-12
239,25695262,SAUDADE DO IGUAÇU- Prefeitura Municipal,CEMADEN,P,-52.6174,-25.6916,,2015-02-19
240,26235107,UNIÃO DA VITÓRIA- Sagrada Familia,CEMADEN,P,-51.069,-26.232,,2014-07-25
241,22864331,RIO DE JANEIRO- Vicente de Carvalho,CEMADEN,P,-43.3076,-22.8609,,2015-05-15
242,22814331,RIO DE JANEIRO- Vigário Geral,CEMADEN,P,-43.3101,-22.8131,,2015-05-04
243,22774339,SÃO JOÃO DE MERITI- Creche Municipal Favo de Mel,CEMADEN,P,-43.391,-22.7734,,2015-05-07
244,22784338,SÃO JOÃO DE MERITI- Escola Municipal Manoel Antônio Sendas,CEMADEN,P,-43.3787,-22.784,,2015-05-05
245,25345306,PCH Arturo Andreoli Barramento,PCH Arturo Andreoli,H,-53.11301,-25.57138,351.0,2002-08-28
246,28724930,IÇARA- Primeiro de Maio,CEMADEN,P,-49.30026,-28.72264,,2015-02-24
247,27085213,IPUMIRIM- Prefeitura Municipal,CEMADEN,P,-52.13426,-27.0757,,2015-02-26
248,26695014,PAPANDUVA- Nova Cultura,CEMADEN,P,-50.14341,-26.6898,,2015-03-17
249,27284939,PRESIDENTE NEREU- Prefeitura Municipal,CEMADEN,P,-49.39028,-27.27812,,2015-02-24
250,25134856,Capivari Montante,Simepar,H,-48.9395,-25.2208,819.0,2000-03-21
251,1464848,BELÉM - Canal da Quintino Bocaiuva,CEMADEN,H,-48.48355,-1.46778,,2017-03-01
252,24095051,Fazenda Santana,Maua,H,-50.86,-24.15,,2010-02-08
253,22544318,Engenho De Dentro,Inmet,M,-45.4236,-22.9,615.0,2007-07-04
254,22914322,Maracanã,Inmet,M,-43.22,-22.91,14.0,2007-04-13
255,26884923,INDAIAL - Carijós,CEMADEN,P,-49.23332,-26.88128,,2015-02-08
256,26894919,INDAIAL - Encano,CEMADEN,P,-49.19313,-26.89003,,2015-02-10
257,23875288,TUNEIRAS DO OESTE - Centro,CEMADEN,P,-52.877,-23.872,,2014-07-25
258,23775332,UMUARAMA - Jardim Kennedy,CEMADEN,P,-53.321,-23.769,,2014-07-25
259,26255110,UNIÃO DA VITÓRIA - Rio da Praia,CEMADEN,P,-51.1,-26.251,,2014-07-25
260,26504909,JARAGUÁ DO SUL - Defesa Civil,CEMADEN,P,-49.0896,-26.5051,,2015-02-11
261,26434908,JARAGUÁ DO SUL - Corpo de Bombeiros Voluntários,CEMADEN,P,-49.07919,-26.42641,,2015-02-11
262,28434885,LAGUNA - Bananal,CEMADEN,P,-48.8506,-28.43345,,2015-02-27
263,26094980,RIO NEGRO - R. Emílio Von Linzingen,CEMADEN,P,-49.8,-26.089,,2014-07-25
264,26124978,RIO NEGRO - Vila São Judas Tadeu,CEMADEN,P,-49.776,-26.118,,2014-07-25
265,25174931,RIO BRANCO DO SUL - Rio Branco do Sul l,CEMADEN,P,-49.309,-25.167,,2014-07-25
266,25204932,RIO BRANCO DO SUL - Centro II,CEMADEN,P,-49.324,-25.205,,2014-07-25
267,25454910,PIRAQUARA - Jardim Santa Mônica,CEMADEN,P,-49.101,-25.45,,2014-07-25
268,25464915,PIRAQUARA - Vila Mariana,CEMADEN,P,-49.147,-25.46,,2014-07-25
269,25474906,PIRAQUARA - Horto Municipal,CEMADEN,P,-49.058,-25.472,,2014-07-25
270,28804972,MORRO GRANDE - Morro Grande,CEMADEN,P,-49.71978,-28.80268,,2015-02-05
271,27894886,PALHOÇA - Pinheira,CEMADEN,P,-48.5856,-27.88742,,2016-02-19
272,27075316,PALMITOS - Prefeitura Municipal,CEMADEN,P,-53.15862,-27.06812,,2015-02-23
273,29184999,PRAIA GRANDE - Serra do Faxinal,CEMADEN,P,-49.99022,-29.18163,,2015-03-09
274,20465376,Ribas do Pardo,Inmet,M,-53.76303,-20.46669,442.0,2018-01-18
275,25364924,Araucária,Suderhsa,A,-49.3981,-25.6002,897.0,2008-01-01
276,15575438,Primavera do Leste,Inmet,M,-54.38111,-15.58,680.0,2017-04-24
277,26674885,LUIZ ALVES - Alto Canoas,CEMADEN,P,-48.845,-26.67,,
278,26775001,SANTA TEREZINHA- UBS Centro,CEMADEN,P,-50.00846,-26.77489,,2015-03-05
279,26394859,SÃO FRANCISCO DO SUL- Praia do Ervino,CEMADEN,P,-48.5885,-26.38688,,2015-02-20
280,27155231,SEARA- Secretaria Municipal da Agricultura,CEMADEN,P,-52.30892,-27.15106,,2015-02-28
281,20674151,Santa Fé Montante,Santa Fé,H,-41.51245,-20.67606,,2008-07-17
282,22414298,TERESÓPOLIS - Panorama,CEMADEN,P,-42.981,-22.418,,2014-08-06
283,25484900,Salto do Meio,Orbcopel,H,-48.9833,-25.8,,
284,23614689,COTIA - Cotia,CEMADEN,H,-46.8921,-23.6087,,2015-08-24
285,23014683,ITATIBA - COORDENADORIA DA DEFESA CIVIL DE ITATIBA,CEMADEN,P,-46.82669,-22.98472,,2015-08-15
286,22234992,MARÍLIA- Avenida Carlos Artencio,CEMADEN,P,-49.922,-22.23,,2014-12-01
287,23494699,SANTANA DE PARNAÍBA- Cururuquara,CEMADEN,P,-46.99519,-23.48705,,2015-08-24
288,23524713,SÃO ROQUE - Secretária de Agricultura e Abastecimento,CEMADEN,P,-47.13338,-23.53423,,2015-05-12
289,24684500,CACHOEIRA PAULISTA - Cachoeira Paulista,CEMADEN,P,-45.00431,-22.68875,,
290,29645046,RIOZINHO - Centro,CEMADEN,P,-50.45962,-29.64072,,2015-03-06
291,29705197,VENÂNCIO AIRES - Gomes,CEMADEN,P,-51.97012,-29.69514,,2015-02-05
292,22724352,NOVA IGUAÇU- EMEI Olga Celestina Gilbert Almeida,CEMADEN,P,-43.523,-22.718,,2015-05-13
293,22924318,RIO DE JANEIRO- Catete,CEMADEN,P,-43.176,-22.923,,2015-05-26
294,22924323,RIO DE JANEIRO- CIEP Samuel Wainer,CEMADEN,P,-43.227,-22.921,,2015-05-20
295,22874327,RIO DE JANEIRO- Higienópolis,CEMADEN,P,-43.265,-22.869,,2015-05-26
296,22944324,RIO DE JANEIRO- Tijuca,CEMADEN,P,-43.241,-22.943,,2015-05-20
297,22824726,SUMARÉ - Sumaré,CEMADEN,H,-47.2644,-22.8177,,2014-10-16
298,20334345,Ouro Branco,Inmet,M,-43.75622,-20.55659,1048.2,2006-05-27
299,21064415,São João del Rei,Inmet,M,-44.25093,-21.1065,929.88,2006-06-09
300,28375389,IJUÍ - Centro,CEMADEN,P,-53.91609,-28.38866,,2014-12-09
301,19514337,ITABIRA - Senhora do Carmo,CEMADEN,P,-43.374,-19.513,,2014-12-16
302,28515090,VACARIA - Santana,CEMADEN,P,-50.909,-28.514,,2014-12-08
303,20734288,VIÇOSA - Vale do Sol,CEMADEN,P,-42.882,-20.732,,2014-12-19
304,23604676,TABOÃO DA SERRA - Parque Assunção,CEMADEN,P,-46.762,-23.604,,2014-12-02
305,19844318,JOÃO MONLEVADE - Cruzeiro Celeste,CEMADEN,P,-43.18,-19.845,,2014-12-16
306,22564745,LIMEIRA - Nossa Senhora das Dores,CEMADEN,P,-47.451,-22.56,,2014-12-02
307,22534665,LINDÓIA - Jardim Lindoia,CEMADEN,P,-46.651,-22.534,,2014-12-03
308,18075454,Pedro Gomes,Inmet,M,-54.54881,-18.07271,251.0,2018-02-02
309,12943848,SALVADOR - Fazenda Grande do Retiro,CEMADEN,P,-38.48507,-12.93764,,2015-02-05
310,24024640,PRAIA GRANDE - Cidade da Criança,CEMADEN,P,-46.59728,-24.07856,,2015-04-28
311,22874679,MORUNGABA - Centro,CEMADEN,P,-46.791,-22.872,,2015-08-14
312,19814144,MUTUM - Centro,CEMADEN,P,-41.44,-19.814,,2014-12-19
313,23524681,OSASCO - Quitauna,CEMADEN,P,-46.811,-23.524,,2015-01-05
314,31655236,PELOTAS - Sinott,CEMADEN,P,-52.36,-31.65,,2014-12-10
315,27665058,SÃO JOSÉ DO CERRITO - Prefeitura Municipal,CEMADEN,P,-50.57888,-27.65962,,2015-03-05
