#AAA MM DD HH    Qaflu   Qdeflu
2015 02 17 08  1850.00  1085.00
2015 02 17 09  1759.00   533.00
2015 02 17 10  1739.00   356.00
2015 02 17 11  1754.00   214.00
2015 02 17 12  1637.00   402.00
2015 02 17 13  1611.00  1302.00
2015 02 17 14  1773.00  1773.00
2015 02 17 15  1621.00  1776.00
2015 02 17 16  1621.00  1776.00
2015 02 17 17  1620.00  1775.00
2015 02 17 18  1610.00  1764.00
2015 02 17 19  1769.00  1769.00
2015 02 17 20  1627.00  1781.00
2015 02 17 21  1773.00  1773.00
2015 02 17 22  1599.00  1753.00
2015 02 17 23  1760.00  1760.00
2015 02 18 00  1616.00  1770.00
2015 02 18 01  1617.00  1772.00
2015 02 18 02  1775.00  1775.00
2015 02 18 03  1622.00  1776.00
2015 02 18 04  1778.00  1778.00
2015 02 18 05  1601.00  1755.00
2015 02 18 06  1762.00  1762.00
2015 02 18 07  1623.00  1777.00
2015 02 18 08  1771.00  1771.00
2015 02 18 09  1756.00  1756.00
2015 02 18 10  1755.00  1755.00
2015 02 18 11  1763.00  1763.00
2015 02 18 12  1745.00  1745.00
2015 02 18 13  1671.00  1517.00
2015 02 18 14  1750.00  1441.00
2015 02 18 15  1716.00  1716.00
2015 02 18 16  1659.00  1659.00
2015 02 18 17  1715.00  1715.00
2015 02 18 18  1704.00  1704.00
2015 02 18 19  1601.00  1601.00
2015 02 18 20  1687.00  1533.00
2015 02 18 21  1772.00  1463.00
2015 02 18 22  1769.00  1305.00
2015 02 18 23  1397.00   933.00
2015 02 19 00   741.00   895.00
2015 02 19 01   749.00  1521.00
2015 02 19 02   781.00  1398.00
2015 02 19 03  1198.00   890.00
2015 02 19 04   856.00   702.00
2015 02 19 05   843.00   535.00
2015 02 19 06   686.00   532.00
2015 02 19 07   374.00   529.00
2015 02 19 08   398.00  1015.00
2015 02 19 09   387.00  1158.00
2015 02 19 10   574.00   882.00
2015 02 19 11   595.00   133.00
2015 02 19 12   308.00     0.00
2015 02 19 13     0.00     0.00
2015 02 19 14    46.00   200.00
2015 02 19 15   184.00   492.00
2015 02 19 16   341.00   649.00
2015 02 19 17   536.00  1305.00
2015 02 19 18   870.00  1484.00
2015 02 19 19  1190.00  1497.00
2015 02 19 20  1191.00  1498.00
2015 02 19 21  1191.00  1498.00
2015 02 19 22   885.00  1498.00
2015 02 19 23   958.00  1570.00
2015 02 20 00  1042.00  1807.00
2015 02 20 01  1190.00  1802.00
2015 02 20 02  1189.00  1800.00
2015 02 20 03  1194.00  1804.00
2015 02 20 04  1231.00  1536.00
2015 02 20 05  1116.00  1268.00
2015 02 20 06  1271.00  1271.00
2015 02 20 07  1154.00  1001.00
2015 02 20 08  1091.00   633.00
2015 02 20 09  1165.00   402.00
2015 02 20 10  1135.00   218.00
