data,Q_obs,pme,etp,MGB,SAC,GR4,HYMOD,SMAP,IPH2
2019-06-11,46.94,0.0,2.062,63.82,51.856,37.735,51.067,37.97,52.882
2019-06-12,43.7,0.0,1.633,58.21,46.809,35.42,49.023,34.342,47.698
2019-06-13,40.97,0.0,1.935,53.38,42.504,33.459,47.212,31.752,43.623
2019-06-14,38.41,0.0,1.997,49.18,38.802,31.767,45.551,29.901,40.411
2019-06-15,36.18,0.01,1.714,45.52,35.603,30.289,43.994,28.574,37.876
2019-06-16,34.03,0.02,1.631,42.31,32.829,28.992,42.514,27.618,35.871
2019-06-17,32.08,0.03,1.772,39.48,30.401,27.842,41.096,26.922,34.277
2019-06-18,30.47,0.01,1.077,36.97,28.311,26.814,39.732,26.406,33.008
2019-06-19,29.2,0.0,1.621,34.74,26.473,25.897,38.417,26.017,31.989
2019-06-20,28.09,0.0,1.85,32.74,24.881,25.061,37.147,25.71,31.161
2019-06-21,26.62,0.01,2.105,30.95,23.49,24.289,35.92,25.455,30.481
2019-06-22,25.56,0.02,2.019,29.33,22.272,23.572,34.733,25.228,29.913
2019-06-23,24.5,0.0,2.117,27.87,21.201,22.905,33.587,25.018,29.431
2019-06-24,23.63,0.04,1.914,26.54,20.266,22.284,32.478,24.814,29.014
2019-06-25,22.85,0.04,1.891,25.32,19.444,21.705,31.406,24.61,28.647
2019-06-26,29.61,30.07,1.478,49.55,24.719,30.913,49.964,50.44,35.116
2019-06-27,35.76,1.2,1.8,43.78,26.451,63.482,53.566,55.892,40.212
2019-06-28,28.38,1.2,2.124,34.29,26.416,51.318,50.974,53.297,37.443
2019-06-29,24.28,0.0,2.193,31.16,25.627,40.786,46.043,48.219,35.238
2019-06-30,22.25,0.02,2.219,29.4,24.589,37.262,41.086,42.975,33.475
2019-07-01,23.65,15.68,1.831,45.77,26.618,40.78,42.281,46.239,38.256
2019-07-02,34.46,4.24,1.787,46.81,27.491,57.255,40.745,44.815,43.942
2019-07-03,33.05,1.26,2.007,40.69,27.113,51.928,38.04,41.421,42.244
